2
600 600 

100	0	1
200	1	1
300	0	1
400	1	1
500	0	1
600	1	1
700	0	1
800	1	1
900	0	1
1000	1	1
1100	0	1
1200	1	1
1300	0	1
1400	1	1
1500	0	1
1600	1	1
1700	0	1
1800	1	1
1900	0	1
2000	1	1
2100	0	1
2200	1	1
2300	0	1
2400	1	1
2500	0	1
2600	1	1
2700	0	1
2800	1	1
2900	0	1
3000	1	1
3100	0	1
3200	1	1
3300	0	1
3400	1	1
3500	0	1
3600	1	1
3700	0	1
3800	1	1
3900	0	1
4000	1	1
4100	0	1
4200	1	1
4300	0	1
4400	1	1
4500	0	1
4600	1	1
4700	0	1
4800	1	1
4900	0	1
5000	1	1
5100	0	1
5200	1	1
5300	0	1
5400	1	1
5500	0	1
5600	1	1
5700	0	1
5800	1	1
5900	0	1
6000	1	1
6100	0	1
6200	1	1
6300	0	1
6400	1	1
6500	0	1
6600	1	1
6700	0	1
6800	1	1
6900	0	1
7000	1	1
7100	0	1
7200	1	1
7300	0	1
7400	1	1
7500	0	1
7600	1	1
7700	0	1
7800	1	1
7900	0	1
8000	1	1
8100	0	1
8200	1	1
8300	0	1
8400	1	1
8500	0	1
8600	1	1
8700	0	1
8800	1	1
8900	0	1
9000	1	1
9100	0	1
9200	1	1
9300	0	1
9400	1	1
9500	0	1
9600	1	1
9700	0	1
9800	1	1
9900	0	1
10000	1	1
10100	0	1
10200	1	1
10300	0	1
10400	1	1
10500	0	1
10600	1	1
10700	0	1
10800	1	1
10900	0	1
11000	1	1
11100	0	1
11200	1	1
11300	0	1
11400	1	1
11500	0	1
11600	1	1
11700	0	1
11800	1	1
11900	0	1
12000	1	1
12100	0	1
12200	1	1
12300	0	1
12400	1	1
12500	0	1
12600	1	1
12700	0	1
12800	1	1
12900	0	1
13000	1	1
13100	0	1
13200	1	1
13300	0	1
13400	1	1
13500	0	1
13600	1	1
13700	0	1
13800	1	1
13900	0	1
14000	1	1
14100	0	1
14200	1	1
14300	0	1
14400	1	1
14500	0	1
14600	1	1
14700	0	1
14800	1	1
14900	0	1
15000	1	1
15100	0	1
15200	1	1
15300	0	1
15400	1	1
15500	0	1
15600	1	1
15700	0	1
15800	1	1
15900	0	1
16000	1	1
16100	0	1
16200	1	1
16300	0	1
16400	1	1
16500	0	1
16600	1	1
16700	0	1
16800	1	1
16900	0	1
17000	1	1
17100	0	1
17200	1	1
17300	0	1
17400	1	1
17500	0	1
17600	1	1
17700	0	1
17800	1	1
17900	0	1
18000	1	1
18100	0	1
18200	1	1
18300	0	1
18400	1	1
18500	0	1
18600	1	1
18700	0	1
18800	1	1
18900	0	1
19000	1	1
19100	0	1
19200	1	1
19300	0	1
19400	1	1
19500	0	1
19600	1	1
19700	0	1
19800	1	1
19900	0	1
20000	1	1
20100	0	1
20200	1	1
20300	0	1
20400	1	1
20500	0	1
20600	1	1
20700	0	1
20800	1	1
20900	0	1
21000	1	1
21100	0	1
21200	1	1
21300	0	1
21400	1	1
21500	0	1
21600	1	1
21700	0	1
21800	1	1
21900	0	1
22000	1	1
22100	0	1
22200	1	1
22300	0	1
22400	1	1
22500	0	1
22600	1	1
22700	0	1
22800	1	1
22900	0	1
23000	1	1
23100	0	1
23200	1	1
23300	0	1
23400	1	1
23500	0	1
23600	1	1
23700	0	1
23800	1	1
23900	0	1
24000	1	1
24100	0	1
24200	1	1
24300	0	1
24400	1	1
24500	0	1
24600	1	1
24700	0	1
24800	1	1
24900	0	1
25000	1	1
25100	0	1
25200	1	1
25300	0	1
25400	1	1
25500	0	1
25600	1	1
25700	0	1
25800	1	1
25900	0	1
26000	1	1
26100	0	1
26200	1	1
26300	0	1
26400	1	1
26500	0	1
26600	1	1
26700	0	1
26800	1	1
26900	0	1
27000	1	1
27100	0	1
27200	1	1
27300	0	1
27400	1	1
27500	0	1
27600	1	1
27700	0	1
