2
200 200 

100	0	0
200	1	0
300	0	0
400	1	0
500	0	0
600	1	0
700	0	0
800	1	0
900	0	0
1000	1	0
1100	0	0
1200	1	0
1300	0	0
1400	1	0
1500	0	0
1600	1	0
1700	0	0
1800	1	0
1900	0	0
2000	1	0
2100	0	0
2200	1	0
2300	0	0
2400	1	0
2500	0	0
2600	1	0
2700	0	0
2800	1	0
2900	0	0
3000	1	0
3100	0	0
3200	1	0
3300	0	0
3400	1	0
3500	0	0
3600	1	0
3700	0	0
3800	1	0
3900	0	0
4000	1	0
4100	0	0
4200	1	0
4300	0	0
4400	1	0
4500	0	0
4600	1	0
4700	0	0
4800	1	0
4900	0	0
5000	1	0
5100	0	0
5200	1	0
5300	0	0
5400	1	0
5500	0	0
5600	1	0
5700	0	0
5800	1	0
5900	0	0
6000	1	0
6100	0	0
6200	1	0
6300	0	0
6400	1	0
6500	0	0
6600	1	0
6700	0	0
6800	1	0
6900	0	0
7000	1	0
7100	0	0
7200	1	0
7300	0	0
7400	1	0
7500	0	0
7600	1	0
7700	0	0
7800	1	0
7900	0	0
8000	1	0
8100	0	0
8200	1	0
8300	0	0
8400	1	0
8500	0	0
8600	1	0
8700	0	0
8800	1	0
8900	0	0
9000	1	0
9100	0	0
9200	1	0
9300	0	0
9400	1	0
9500	0	0
9600	1	0
9700	0	0
9800	1	0
9900	0	0
10000	1	0
10100	0	0
10200	1	0
10300	0	0
10400	1	0
10500	0	0
10600	1	0
10700	0	0
10800	1	0
10900	0	0
11000	1	0
11100	0	0
11200	1	0
11300	0	0
11400	1	0
11500	0	0
11600	1	0
11700	0	0
11800	1	0
11900	0	0
12000	1	0
12100	0	0
12200	1	0
12300	0	0
12400	1	0
12500	0	0
12600	1	0
12700	0	0
12800	1	0
12900	0	0
13000	1	0
13100	0	0
13200	1	0
13300	0	0
13400	1	0
13500	0	0
13600	1	0
13700	0	0
13800	1	0
13900	0	0
14000	1	0
14100	0	0
14200	1	0
14300	0	0
14400	1	0
14500	0	0
14600	1	0
14700	0	0
14800	1	0
14900	0	0
15000	1	0
15100	0	0
15200	1	0
15300	0	0
15400	1	0
15500	0	0
15600	1	0
15700	0	0
15800	1	0
15900	0	0
16000	1	0
16100	0	0
16200	1	0
16300	0	0
16400	1	0
16500	0	0
16600	1	0
16700	0	0
16800	1	0
16900	0	0
17000	1	0
17100	0	0
17200	1	0
17300	0	0
17400	1	0
17500	0	0
17600	1	0
17700	0	0
17800	1	0
17900	0	0
18000	1	0
18100	0	0
18200	1	0
18300	0	0
18400	1	0
18500	0	0
18600	1	0
18700	0	0
18800	1	0
18900	0	0
19000	1	0
19100	0	0
19200	1	0
19300	0	0
19400	1	0
19500	0	0
19600	1	0
19700	0	0
19800	1	0
19900	0	0
20000	1	0

100	10000	0
200	10001	0
300	10000	0
400	10001	0
500	10000	0
600	10001	0
700	10000	0
800	10001	0
900	10000	0
1000	10001	0
1100	10000	0
1200	10001	0
1300	10000	0
1400	10001	0
1500	10000	0
1600	10001	0
1700	10000	0
1800	10001	0
1900	10000	0
2000	10001	0
2100	10000	0
2200	10001	0
2300	10000	0
2400	10001	0
2500	10000	0
2600	10001	0
2700	10000	0
2800	10001	0
2900	10000	0
3000	10001	0
3100	10000	0
3200	10001	0
3300	10000	0
3400	10001	0
3500	10000	0
3600	10001	0
3700	10000	0
3800	10001	0
3900	10000	0
4000	10001	0
4100	10000	0
4200	10001	0
4300	10000	0
4400	10001	0
4500	10000	0
4600	10001	0
4700	10000	0
4800	10001	0
4900	10000	0
5000	10001	0
5100	10000	0
5200	10001	0
5300	10000	0
5400	10001	0
5500	10000	0
5600	10001	0
5700	10000	0
5800	10001	0
5900	10000	0
6000	10001	0
6100	10000	0
6200	10001	0
6300	10000	0
6400	10001	0
6500	10000	0
6600	10001	0
6700	10000	0
6800	10001	0
6900	10000	0
7000	10001	0
7100	10000	0
7200	10001	0
7300	10000	0
7400	10001	0
7500	10000	0
7600	10001	0
7700	10000	0
7800	10001	0
7900	10000	0
8000	10001	0
8100	10000	0
8200	10001	0
8300	10000	0
8400	10001	0
8500	10000	0
8600	10001	0
8700	10000	0
8800	10001	0
8900	10000	0
9000	10001	0
9100	10000	0
9200	10001	0
9300	10000	0
9400	10001	0
9500	10000	0
9600	10001	0
9700	10000	0
9800	10001	0
9900	10000	0
10000	10001	0
10100	10000	0
10200	10001	0
10300	10000	0
10400	10001	0
10500	10000	0
10600	10001	0
10700	10000	0
10800	10001	0
10900	10000	0
11000	10001	0
11100	10000	0
11200	10001	0
11300	10000	0
11400	10001	0
11500	10000	0
11600	10001	0
11700	10000	0
11800	10001	0
11900	10000	0
12000	10001	0
12100	10000	0
12200	10001	0
12300	10000	0
12400	10001	0
12500	10000	0
12600	10001	0
12700	10000	0
12800	10001	0
12900	10000	0
13000	10001	0
13100	10000	0
13200	10001	0
13300	10000	0
13400	10001	0
13500	10000	0
13600	10001	0
13700	10000	0
13800	10001	0
13900	10000	0
14000	10001	0
14100	10000	0
14200	10001	0
14300	10000	0
14400	10001	0
14500	10000	0
14600	10001	0
14700	10000	0
14800	10001	0
14900	10000	0
15000	10001	0
15100	10000	0
15200	10001	0
15300	10000	0
15400	10001	0
15500	10000	0
15600	10001	0
15700	10000	0
15800	10001	0
15900	10000	0
16000	10001	0
16100	10000	0
16200	10001	0
16300	10000	0
16400	10001	0
16500	10000	0
16600	10001	0
16700	10000	0
16800	10001	0
16900	10000	0
17000	10001	0
17100	10000	0
17200	10001	0
17300	10000	0
17400	10001	0
17500	10000	0
17600	10001	0
17700	10000	0
17800	10001	0
17900	10000	0
18000	10001	0
18100	10000	0
18200	10001	0
18300	10000	0
18400	10001	0
18500	10000	0
18600	10001	0
18700	10000	0
18800	10001	0
18900	10000	0
19000	10001	0
19100	10000	0
19200	10001	0
19300	10000	0
19400	10001	0
19500	10000	0
19600	10001	0
19700	10000	0
19800	10001	0
19900	10000	0
20000	10001	0
